Battery_ID,formula,working_ion,formula_charge,formula_discharge,voltage,capacity,volume_change
mp-23689_Na,Na0-2CoH8(SO6)2,Na,CoH8(SO6)2,Na2CoH8(SO6)2,4.997184529051726,145.2264961768974,0.036747689052181
mp-542864_Na,Na0-2NiH12(SO7)2,Na,NiH12(SO7)2,Na2NiH12(SO7)2,4.567539719051727,132.38901012963962,0.180779739770466
mp-562419_Na,Na0-1Ca9Co(PO4)7,Na,Ca9Co(PO4)7,NaCa9Co(PO4)7,3.342796981551718,24.20163287609286,4.532475656571224e-05
mp-6838_Na,Na0-2LiFe(Si2O5)3,Na,LiFe(Si2O5)3,Na2LiFe(Si2O5)3,4.5699816103017135,103.62675219567404,0.026649669605583
mp-694890_Na,Na0-1CaFe2(SiO3)4,Na,CaFe2(SiO3)4,NaCaFe2(SiO3)4,2.733554456551705,55.94217665626135,0.027761134450751
mp-753652_Na,Na1.5-3NiPCO7,Na,Na3Ni2P2(CO7)2,Na3NiPCO7,4.058584699885058,142.23676513448655,0.02189481609775
mp-754871_Na,Na1-3BiAsCO7,Na,NaBiAsCO7,Na3BiAsCO7,2.6098949865517262,112.40397730714368,0.047165357845285
mp-755361_Na,Na2-3VBAsO7,Na,Na2VBAsO7,Na3VBAsO7,2.894381646551725,84.37711870527087,0.031270444906714
mp-756274_Na,Na2-3FeBPO7,Na,Na2FeBPO7,Na3FeBPO7,3.662467991551725,96.20234988805166,0.015524595118022
mp-756330_Na,Na2-3FeBAsO7,Na,Na2FeBAsO7,Na3FeBAsO7,3.612905546551719,83.09436392113066,0.0252830495528
mp-756707_Na,Na2-3VBPO7,Na,Na2VBPO7,Na3VBPO7,2.967536531551719,97.92592715302656,0.030335772820358
mp-756769_Na,Na2-3TlPCO7,Na,Na2TlPCO7,Na3TlPCO7,2.383596366551732,62.57161901998169,0.081369335293311
mp-757045_Na,Na0-1Ti3Nb(CuO4)3,Na,Ti3Nb(CuO4)3,NaTi3Nb(CuO4)3,3.337308996551716,41.73853696201145,0.017559270106711
mp-767526_Na,Na2-3CuPCO7,Na,Na2CuPCO7,Na3CuPCO7,3.362398286551713,93.22397962611988,0.036124648692496
mp-767538_Na,Na1-2CePCO7,Na,NaCePCO7,Na2CePCO7,2.552144956551718,78.57925159556763,0.036822650451961
mp-767550_Na,Na1-2TiPCO7,Na,NaTiPCO7,Na2TiPCO7,1.5432666315517198,107.71139236225964,0.023046192700086
mp-767606_Na,Na1-2NdPCO7,Na,NaNdPCO7,Na2NdPCO7,4.186945046551717,77.64003867269946,0.047037429772558
mp-767754_Na,Na4-6Bi2P(CO4)4,Na,Na4Bi2P(CO4)4,Na6Bi2P(CO4)4,2.6485054940517223,60.166773561902986,0.035200926799759
mp-768085_Na,Na1-2MnPCO7,Na,NaMnPCO7,Na2MnPCO7,3.877459166551734,104.73507929194264,0.051845981444865
mp-768103_Na,Na1-3VPCO7,Na,NaVPCO7,Na3VPCO7,2.440613730301724,194.99710311407105,0.063204372017703
mp-768121_Na,Na1-2SbPCO7,Na,NaSbPCO7,Na2SbPCO7,3.886266746551729,83.04876582985173,0.027183058604246
mp-768122_Na,Na1-2BiPCO7,Na,NaBiPCO7,Na2BiPCO7,4.461097456551716,65.37900188552294,0.033568701024982
mp-768125_Na,Na1-3GePCO7,Na,NaGePCO7,Na3GePCO7,2.132724569051728,180.73111040163943,0.156629523233187
mp-768253_Na,Na4-6Bi2As(CO4)4,Na,Na4Bi2As(CO4)4,Na6Bi2As(CO4)4,2.711236846551731,57.3383115695079,0.047897787208361
mp-768257_Na,Na2-6Bi2C4SO16,Na,Na2Bi2C4SO16,Na6Bi2C4SO16,2.808920395301722,120.1863353633842,0.070359732921207
mp-768326_Na,Na4-6Sn2C4SO16,Na,Na4Sn2C4SO16,Na6Sn2C4SO16,2.800981544051726,75.34253816866574,0.040314917004253
mp-768461_Na,Na4-6Co2P(CO4)4,Na,Na4Co2P(CO4)4,Na6Co2P(CO4)4,4.224462604051727,90.72761762293992,0.018675591204741
mp-768574_Na,Na2-3MnBPO7,Na,Na2MnBPO7,Na3MnBPO7,3.668716216551733,96.51655586382483,0.035911391000941
mp-768582_Na,Na2-3BiBPO7,Na,Na2BiBPO7,Na3BiBPO7,3.637906706551721,62.079226354215486,0.018314198234093
mp-768598_Na,Na1-2NiCSO7,Na,NaNiCSO7,Na2NiCSO7,4.12187752405173,102.7883136966566,0.028872810078638
mp-768661_Na,Na0-2FeCSO7,Na,FeCSO7,Na2FeCSO7,3.8926054365517233,207.847172023377,0.128771071377676
mp-768663_Na,Na2-3SiBiCO7,Na,Na2SiBiCO7,Na3SiBiCO7,3.485697316551711,62.322980903367565,0.029621441716033
mp-769373_Na,Na5-6Sn2P(CO4)4,Na,Na5Sn2P(CO4)4,Na6Sn2P(CO4)4,2.679763736551709,37.72913833028832,0.030806550169652
mp-769459_Na,Na1.5-2.5NiPCO7,Na,Na3Ni2P2(CO7)2,Na5Ni2P2(CO7)2,4.112834931551735,98.84444186871173,0.021863361042883
mp-769465_Na,Na1-2.5MnPCO7,Na,NaMnPCO7,Na5Mn2P2(CO7)2,3.611596209885063,150.3489705497081,0.056828403091353
mp-769532_Na,Na4-6V2C4SO16,Na,Na4V2C4SO16,Na6V2C4SO16,2.300817919051727,93.07365510151392,0.023353186019034
mp-769542_Na,Na4-6Cr2As(CO4)4,Na,Na4Cr2As(CO4)4,Na6Cr2As(CO4)4,3.036276904051721,86.33307156266021,0.020452863259504
mp-769570_Na,Na3-6Fe2P(CO4)4,Na,Na3Fe2P(CO4)4,Na6Fe2P(CO4)4,3.359924674885058,137.5291660407657,0.09467806839956
